addr1,addr2,areacode,benikia,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,goodstay,hanok,mapx,mapy,mlevel,modifiedtime,tel,title,booktour,sigungucode
서울특별시 서초구 서초대로 338,,1,,B02,B0201,B02010500,1046650,32,20100621224030,,,,,,127.0186138406,37.4948327400,6,20231227134806,02-597-1140,프로비스타 호텔,,15
경기도 화성시 서신면 해안길 381,,31,,B02,B0201,B02010700,2626847,32,20191018021233,,,,,,126.6193923940,37.1743878268,,20201215002222,,프리마베라펜션,,31
서울특별시 강남구 테헤란로28길 3-12 (역삼동),,1,,B02,B0201,B02010100,3079966,32,20240110141517,,,,,,127.0396645256,37.5010823928,6,20240123100808,,프리미어호텔 XYM,,1
경기도 가평군 현등사길 55-233,,31,,B02,B0201,B02010700,2814157,32,20220318132933,http://tong.visitkorea.or.kr/cms/resource/97/2812597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2812597_image2_1.jpg,Type3,,,127.3453041150,37.8606350184,6,20230601133534,010-6497-0811,프리미엄키즈풀빌라[한국관광 품질인증/Korea Quality],,1
부산광역시 동구 망양로 474-4,(초량동),6,,B02,B0201,B02011100,2575777,32,20181210223110,http://tong.visitkorea.or.kr/cms/resource/51/2575551_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/51/2575551_image2_1.PNG,Type3,,,129.0341894872,35.1161768253,,20191025020048,010-4575-9189,프리차(Preecha),,5
경기도 화성시 서신면 궁평항로 1276-8,,31,,B02,B0201,B02010900,2016978,32,20150715224520,http://tong.visitkorea.or.kr/cms/resource/68/2016968_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/2016968_image2_1.JPG,Type3,,,126.6964115517,37.1321885076,6,20231227110222,031-355-2270,프린스모텔,,31
경상남도 고성군 고성읍 남해안대로 2463-21,,36,,B02,B0201,B02010100,816722,32,20091014023129,http://tong.visitkorea.or.kr/cms/resource/39/2631239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2631239_image3_1.jpg,Type3,,,128.3335657211,34.9642672419,6,20230410105301,"055-673-7477, 010-6382-7479",프린스호텔[한국관광 품질인증/Korea Quality],,3
강원특별자치도 춘천시 강창골길 38,,32,,B02,B0201,B02010900,627509,32,20080923232043,http://tong.visitkorea.or.kr/cms/resource/20/589220_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/589220_image3_1.jpg,Type3,,,127.6994660177,37.8695433055,6,20230702184708,033-257-3989,플라워파크모텔,,13
서울특별시 중구 청구로 138,(신당동),1,,B02,B0201,B02011100,2603723,32,20190529195339,,,,,,127.0083571794,37.5668964075,,20221227171939,010-7149-8589,플랜에이호스텔,,24
전라남도 목포시 신흥로69번길 18,(상동),38,,B02,B0201,B02010900,2582915,32,20181226202129,,,,,,126.4271871361,34.8057107346,6,20231018171005,061-285-1066,플러스모텔,,8
부산광역시 해운대구 해운대해변로298번길 29,,6,,B02,B0201,B02010900,2551774,32,20180623001842,http://tong.visitkorea.or.kr/cms/resource/42/2551742_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2551742_image2_1.JPG,Type3,,,129.1668989422,35.1609798175,6,20231031110920,051-742-2277,플레아 드 블랑 (PLEA DE BLANC),,16
제주특별자치도 서귀포시 성산읍 동류암로 20,,39,,B02,B0201,B02010500,2757210,32,20211014193628,,,,,,126.9182122544,33.4498866488,6,20230718181906,,플레이스 캠프 제주,,3
전북특별자치도 부안군 변산면 도청두포길 23-11,,37,,B02,B0201,B02010700,1639476,32,20120612015157,,,,,,126.4799710885,35.6055516379,6,20240118101138,063-582-1800,플로라펜션,,6
강원특별자치도 평창군 봉평면 흥정계곡3길 58,,32,,B02,B0201,B02010700,1956311,32,20141015194306,http://tong.visitkorea.or.kr/cms/resource/71/1956271_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/71/1956271_image2_1.JPG,Type3,,,128.3282905894,37.6485585632,6,20240618132208,010-5248-8323,플로렌스펜션,,15
경기도 부천시 길주로77번길 19-22,,31,,B02,B0201,B02010100,2868906,32,20221018100034,http://tong.visitkorea.or.kr/cms/resource/89/2868889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2868889_image3_1.jpg,Type3,,,126.7503546078,37.5069959850,6,20240129175204,,플로체호텔,,11
강원특별자치도 인제군 북면 미시령옛길 140,,32,,B02,B0201,B02010700,3048463,32,20231124153936,http://tong.visitkorea.or.kr/cms/resource/49/3048449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3048449_image3_1.jpg,Type3,,,128.4203704350,38.2167471214,6,20231130112723,,플로팅웨일 설악도적폭포스테이,,10
전라남도 구례군 토지면 피아골로 481,,38,,B02,B0201,B02010700,2384015,32,20160517004437,http://tong.visitkorea.or.kr/cms/resource/08/2384008_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2384008_image2_1.jpg,Type3,,,127.5900156129,35.2310047025,6,20230914142443,010-3584-3427,피아골단풍펜션,,5
경기도 파주시 탄현면 성동로 34,,31,,B02,B0201,B02010900,1831761,32,20130730192817,http://tong.visitkorea.or.kr/cms/resource/73/1831773_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/1831773_image2_1.JPG,Type3,,,126.6876527369,37.7774772682,6,20231227144029,031-947-5512,피카소 호텔,,27
강원특별자치도 동해시 동굴로 123-6,천곡동,32,,B02,B0201,B02010900,250595,32,20071017090000,http://tong.visitkorea.or.kr/cms/resource/80/824980_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/824980_image3_1.jpg,Type3,,,129.1167735657,37.5195136767,6,20230702182707,033-533-2500,피카소호텔(강원)[한국관광 품질인증/Korea Quality],,3
경상남도 거제시 하청면 칠천로 233,,36,,B02,B0201,B02010700,3101695,32,20240216143945,http://tong.visitkorea.or.kr/cms/resource/35/3095335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3095335_image3_1.jpg,Type1,,,128.6350751641,34.9784988419,6,20240227183435,,픽쳐레스크,,1
경상남도 거제시 동부면 구천1길 13,,36,,B02,B0201,B02010700,1814261,32,20130529221319,,,,,,128.6307026949,34.7928972902,6,20230828150042,055-638-0818,핀란드빌리지,,1
인천광역시 부평구 백범로442번길 17-2,,2,,B02,B0201,B02010900,2019344,32,20150720224809,,,,,,126.7024211460,37.4691606435,6,20231018160847,032-429-0191,필모텔,,6
서울특별시 서대문구 이화여대길 43 (대현동),4층,,,B02,B0201,B02011100,3102126,32,20240217130714,,,,,,126.9454964679,37.5588934317,6,20240329145155,010-4362-6296,필스테이 이화 부띠끄,,
충청남도 태안군 근흥면 신진부두길 110-8,,34,,B02,B0201,B02010700,1274760,32,20110511193734,,,,,,126.1357077830,36.6818836508,6,20230912133007,041-674-5565,필하우스,,14
강원특별자치도 평창군 봉평면 금당계곡로 1277-9,(유포리),32,,B02,B0201,B02010700,2761404,32,20211022234226,http://tong.visitkorea.or.kr/cms/resource/09/2767609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2767609_image2_1.jpg,Type3,,,128.3883473338,37.5209439103,6,20231110144950,,핑크하우스,,15
경기도 여주시 산북면 광여로 1432-14,,31,,B02,B0201,B02010700,912448,32,20100105190240,http://tong.visitkorea.or.kr/cms/resource/74/1958674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1958674_image3_1.jpg,Type3,,,127.4563679907,37.4159692517,6,20240611162747,0507-1446-4995,하나펜션,,20
서울특별시 종로구 북촌로11길 17-5,(가회동),1,,B02,B0201,B02011600,2587846,32,20190111002114,,,,,,126.9838478832,37.5816498079,,20240324201711,0507-1374-8826,하노크북촌,,23
전북특별자치도 군산시 구영3길 72,(신창동),37,,B02,B0201,B02011100,2570586,32,20240118174300,,,,,,126.7088492326,35.9876952998,,20240118174312,010-5396-5624,하늘,,2
경기도 포천시 일동면 운악청계로1480번길 16,,31,,B02,B0201,B02010700,686187,32,20090130011946,http://tong.visitkorea.or.kr/cms/resource/01/686201_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/686201_image3_1.jpg,Type3,,,127.3393051825,37.9378842406,6,20231226164143,010-8726-5672,하늘가람펜션,,29
충청남도 태안군 원북면 구례포길 37-19,,34,,B02,B0201,B02010700,1270527,32,20110504223256,,,,,,126.2003438749,36.8822893844,6,20230822151518,041-674-2776,하늘과땅사이,,14
경상남도 하동군 경서대로 1943-15,,36,,B02,B0201,B02010700,2950391,32,20230217164958,http://tong.visitkorea.or.kr/cms/resource/94/2949194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2949194_image3_1.jpg,Type1,,,127.8458044197,35.1169109140,6,20230321131016,010-3889-7905,하늘꼬마키즈풀빌라[한국관광 품질인증/Korea Quality],,18
전라남도 장흥군 안양면 수문전원길 36,,38,,B02,B0201,B02011600,2608140,32,20190627233621,,,,,,127.0338794627,34.6379340993,,20220613103436,010-6305-4826,하늘누리,,20
강원특별자치도 평창군 봉평면 안흥동길 70-99,(무이리),32,,B02,B0201,B02010700,2761617,32,20211025194848,http://tong.visitkorea.or.kr/cms/resource/48/2767548_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2767548_image2_1.jpg,Type3,,,128.3112494283,37.5904816273,6,20231109103352,,하늘닿은펜션,,15
강원특별자치도 철원군 동송읍 창동로 2395,,32,,B02,B0201,B02010700,138214,32,20051119090000,http://tong.visitkorea.or.kr/cms/resource/27/1950827_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1950827_image3_1.jpg,Type3,,,127.2854361095,38.1871124859,6,20240614105628,033-455-3802,하늘마루 펜션,,12
울산광역시 울주군 서생면 진하해변길 30,,7,,B02,B0201,B02010700,139775,32,20070712090000,,,,,,129.3463020519,35.3874772252,6,20240615223719,010-3578-1163,하늘바다펜션,,5
전라남도 무안군 청계면 해안로 313-56,,38,,B02,B0201,B02010700,2003304,32,20150514222536,http://tong.visitkorea.or.kr/cms/resource/91/2003291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2003291_image2_1.jpg,Type3,,,126.3963732339,34.9189891274,6,20240417165529,010-8674-5333,하늘별바다펜션&별다방,,9
강원특별자치도 영월군 영월읍 둥글바위길 58,,32,,B02,B0201,B02010700,397691,32,20080119024856,http://tong.visitkorea.or.kr/cms/resource/44/1826444_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1826444_image3_1.jpg,Type3,,,128.5060684405,37.2031105788,6,20240701144602,033-372-0008,하늘샘펜션,,8
전북특별자치도 전주시 완산구 팔달로 121,(전동),37,,B02,B0201,B02011100,2571913,32,20181130203033,http://tong.visitkorea.or.kr/cms/resource/57/2568457_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/2568457_image2_1.JPG,Type3,,,127.1486700857,35.8132755302,,20240118111509,010-4205-2965,하늘정원 게스트하우스(하늘정원게스트하우스),,12
강원특별자치도 화천군 상서면 만산동로 913-10,,32,,B02,B0201,B02010700,1263536,32,20110425205638,http://tong.visitkorea.or.kr/cms/resource/33/1950833_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1950833_image3_1.jpg,Type3,,,127.6142240369,38.1411989488,6,20230919145229,033-441-3435,하늘채펜션,,17
경상남도 거제시 장목면 옥포대첩로 536-16,,36,,B02,B0201,B02010700,2569713,32,20181126230952,http://tong.visitkorea.or.kr/cms/resource/23/2567923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2567923_image2_1.jpg,Type3,,,128.7219553684,34.9164434663,,20231227172817,010-9830-107,하늘테라스관광펜션(하늘테라스펜션),,1
전북특별자치도 전주시 완산구 향교길 51-13,(교동),37,,B02,B0201,B02011600,2628953,32,20240118174300,,,,,,127.1523919964,35.8125312349,,20240118174312,010-2429-0813,하늘풍경,,12
경기도 포천시 일동면 운악청계로1480번길 90-15,,31,,B02,B0201,B02010700,686247,32,20090130015115,http://tong.visitkorea.or.kr/cms/resource/46/686246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/686246_image3_1.jpg,Type3,,,127.3459850554,37.9403674072,6,20231117164137,031-536-2300,하늘풍경 펜션,,29
강원특별자치도 춘천시 남산면 갯골길 178,,32,,B02,B0201,B02010700,2913432,32,20221107190017,http://tong.visitkorea.or.kr/cms/resource/51/2920051_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2920051_image3_1.jpg,Type3,,,127.6260221773,37.7932591459,6,20230702185558,,하늘풍경펜션,,13
경기도 포천시 일동면 사기막길 213,,31,,B02,B0201,B02010700,397690,32,20080119024832,http://tong.visitkorea.or.kr/cms/resource/17/1787017_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1787017_image3_1.jpg,Type3,,,127.3513478625,37.9605401537,6,20231215164803,010-5338-8595,하늘향기펜션,,29
충청남도 태안군 안면읍 조운막터길 135,,34,,B02,B0201,B02010700,1279373,32,20110516193958,,,,,,126.3607724340,36.5115959813,6,20240529105231,010-2473-2344,하늘호수,,14
강원특별자치도 홍천군 북방면 노일로 336-5,,32,,B02,B0201,B02010700,2369352,32,20160222184936,http://tong.visitkorea.or.kr/cms/resource/51/2369351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2369351_image2_1.jpg,Type3,,,127.7302463384,37.6886121252,6,20230915145743,010-9153-1877,하늘호수 키즈풀빌라,,16
제주특별자치도 제주시 삼성로 10,,39,,B02,B0201,B02010100,142971,32,20030806090000,http://tong.visitkorea.or.kr/cms/resource/60/1339960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1339960_image3_1.jpg,Type3,,,126.5275532246,33.5051714812,6,20240530135633,010-2653-0324,하니크라운호텔,,4
경상북도 고령군 쌍림면 개실2길 45,,35,,B02,B0201,B02011600,2531496,32,20180116200150,http://tong.visitkorea.or.kr/cms/resource/44/2556344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2556344_image3_1.jpg,Type3,,,128.2278561938,35.6671501130,6,20230217142603,010-3207-4022,하동댁 [한국관광 품질인증/Korea Quality],,3
경기도 파주시 법원읍 자운서원로 264,,31,,B02,B0201,B02010700,912501,32,20100105191633,http://tong.visitkorea.or.kr/cms/resource/68/1786868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1786868_image3_1.jpg,Type3,,,126.8619092420,37.8667283078,6,20231222142645,010-7660-7352,하루정원,,27
전라남도 목포시 용당로216번길 30,,38,,B02,B0201,B02010900,2582931,32,20181226203824,,,,,,126.4017254806,34.8063602440,6,20231024174133,061-277-2080,하루호텔,,8
전라남도 광양시 항만12로 15,,38,,B02,B0201,B02010900,1932612,32,20140708201054,http://tong.visitkorea.or.kr/cms/resource/23/1931623_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/1931623_image2_1.JPG,Type3,,,127.6957724930,34.9265935679,6,20231011103912,061-797-0900,하버브릿지호텔,,4
경상북도 영덕군 병곡면 흰돌로 46,,35,,B02,B0201,B02010700,2611044,32,20190713005143,,,,,,129.4137580779,36.6087765751,,20240417132716,054-732-0200,하벳 풀빌라 & 리조트,,12
충청남도 아산시 송악면 외암민속길9번길 13-6,,34,,B02,B0201,B02011600,2697287,32,20201212001737,,,,,,127.0144187219,36.7315347861,,20221228002729,,하서원(외암민속마을),,9
강원특별자치도 강릉시 강동면 율곡로 1441,,32,,B02,B0201,B02010100,1048785,32,20100624203343,http://tong.visitkorea.or.kr/cms/resource/70/2730070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2730070_image2_1.jpg,Type3,,,129.0078720396,37.7055095268,6,20240516151144,033-644-9411,하슬라아트월드,,1
전라남도 고흥군 동일면 와다리길 3,,38,,B02,B0201,B02010900,1507122,32,20111223011432,http://tong.visitkorea.or.kr/cms/resource/96/2575396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2575396_image3_1.jpg,Type3,,,127.4592544435,34.4801311706,6,20230424160558,"061-833-8311, 010-8459-8311",하얀노을 호텔 [한국관광 품질인증/Korea Quality],,2
강원특별자치도 양양군 서면 들돌길 207,,32,,B02,B0201,B02010700,2913711,32,20221107190440,http://tong.visitkorea.or.kr/cms/resource/64/2920764_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2920764_image3_1.jpg,Type3,,,128.5722941219,38.0829184140,6,20230702183832,,하얀멍이 애견펜션,,7
제주특별자치도 서귀포시 표선면 민속해안로 351,,39,,B02,B0201,B02010700,1893993,32,20140213011840,,,,,,126.8339727197,33.3115200069,6,20240523133551,010-3665-8201,하얀언덕,,3
전북특별자치도 순창군 복흥면 용지길 51,,37,,B02,B0201,B02010700,1640255,32,20240118174300,,,,,,126.9506232173,35.4043546506,6,20240118174312,063-653-7718,하얀파크펜션,,7
경상남도 통영시 통영해안로 235,(항남동),36,,B02,B0201,B02010100,2580738,32,20181220191830,,,,,,128.4218723893,34.8404382351,6,20231226164751,055-648-0092,하와이호텔,,17
강원특별자치도 평창군 대관령면 차항길 192-82,,32,,B02,B0201,B02010700,2761020,32,20211022022513,http://tong.visitkorea.or.kr/cms/resource/61/2765161_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2765161_image2_1.jpg,Type3,,,128.6946417855,37.7096196294,6,20231109112059,,하우스봉봉,,15
서울특별시 마포구 어울마당로 136-24,(서교동) B01호,1,,B02,B0201,B02011100,2572832,32,20181204200629,http://tong.visitkorea.or.kr/cms/resource/76/2571576_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2571576_image2_1.JPG,Type3,,,126.9255983739,37.5555962365,,20191014182932,010-7979-1330,하우스테이(HOUSETAY),,13
전라남도 화순군 도곡면 온천1길 18-15,,38,,B02,B0201,B02010900,495941,32,20080227025448,http://tong.visitkorea.or.kr/cms/resource/71/1972271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1972271_image3_1.jpg,Type3,,,126.9064865621,35.0290296492,6,20240521140811,061-379-1700,하우트모텔,,24
부산광역시 동구 중앙대로236번길 9 하운드호텔,(초량동),6,,B02,B0201,B02010100,2804372,32,20221231002325,http://tong.visitkorea.or.kr/cms/resource/82/2804082_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2804082_image3_1.jpg,Type3,,,129.0427025928,35.1177518053,6,20231010104543,051-464-2000,하운드호텔 부산역점[한국관광 품질인증/Korea Quality],,5
부산광역시 중구 보수대로 24,(부평동2가),6,,B02,B0201,B02010100,2651268,32,20200403231801,http://tong.visitkorea.or.kr/cms/resource/67/2651267_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2651267_image2_1.jpg,Type3,,,129.0253546090,35.0991563448,,20240701180440,051-254-0702,하운드호텔 프리미어 남포[한국관광 품질인증/Korea Quality],,15
충청남도 태안군 고남면 옷점길 147-58,,34,,B02,B0201,B02010700,1271229,32,20110505030238,,,,,,126.4016102185,36.4128552508,6,20231226155151,010-4470-5590,하울펜션,,14
인천광역시 중구 신도시남로142번길 6 메가스타 영종,,2,,B02,B0201,B02010100,2594951,32,20190404201157,http://tong.visitkorea.or.kr/cms/resource/50/2594950_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2594950_image2_1.jpg,Type3,,,126.4915008349,37.4934735467,6,20230413072616,"032-722-0000, 032-722-0002",하워드 존슨 인천 에어포트 [한국관광 품질인증/Korea Quality],,10
전라남도 여수시 평사로 160,,38,,B02,B0201,B02011000,2946553,32,20230131145745,http://tong.visitkorea.or.kr/cms/resource/06/2804906_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/2804906_image3_1.JPG,Type3,,,127.7214607798,34.6436007247,6,20240226174053,,하월,,13
서울특별시 종로구 자하문로 68-10,(효자동),1,,B02,B0201,B02011600,2707438,32,20210227002908,http://tong.visitkorea.or.kr/cms/resource/68/3070268_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3070268_image3_1.jpg,Type1,,,126.9712823538,37.5819384379,,20231219112739,,하은재 [한국관광 품질인증/Korea Quality],,23
서울특별시 마포구 와우산로29라길 22-3,,1,,B02,B0201,B02011100,2950474,32,20230223154329,http://tong.visitkorea.or.kr/cms/resource/27/2950527_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2950527_image3_1.jpg,Type1,,,126.9265233086,37.5549407737,6,20240502160423,010-5168-5563,하이데어 게스트하우스[한국관광 품질인증/Korea Quality],,13
강원특별자치도 평창군 봉평면 흥정계곡길 240,(흥정리),32,,B02,B0201,B02010700,2760768,32,20211021223228,http://tong.visitkorea.or.kr/cms/resource/94/2764694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2764694_image2_1.jpg,Type3,,,128.3424924294,37.6370962709,6,20231031133955,,하이디하우스,,15
강원특별자치도 정선군 고한읍 고한로 26,,32,,B02,B0201,B02010100,659010,32,20081128224659,http://tong.visitkorea.or.kr/cms/resource/46/2628546_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2628546_image3_1.jpg,Type3,,,128.8426575709,37.2086441442,4,20230702113027,033-591-3500,하이랜드호텔 [한국관광 품질인증/Korea Quality],,11
강원특별자치도 원주시 소초면 황골로 269-23,,32,,B02,B0201,B02010700,2913857,32,20221107191724,http://tong.visitkorea.or.kr/cms/resource/77/2921277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2921277_image3_1.jpg,Type3,,,127.9990006293,37.3760227717,6,20240417174134,,하이봉자,,9
서울특별시 영등포구 영신로 200,,1,,B02,B0201,B02010600,1190304,32,20110129010432,,,,,,126.9032234952,37.5251354876,6,20240523100932,개인 02-2677-1779<br />단체 02-2677-1744,하이서울유스호스텔,,20
부산광역시 중구 고가길 24-1 (보수동1가),,,,B02,B0201,B02011100,3101921,32,20240217093304,,,,,,129.0267265815,35.1039280585,6,20240401111153,070-4007-8642,하이앤드하우스,,
서울특별시 종로구 지봉로13가길 30 (창신동),,,,B02,B0201,B02010700,3102099,32,20240217124151,,,,,,127.0136147307,37.5775785936,6,20240329150418,010-8003-1323,하이얀,,
경기도 수원시 팔달구 효원로 299,,31,,B02,B0201,B02010100,2927029,32,20221201161619,http://tong.visitkorea.or.kr/cms/resource/15/2927015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2927015_image3_1.jpg,Type3,,,127.0346661625,37.2615128583,6,20240208145306,,하이엔드 호텔 수원,,13
강원특별자치도 강릉시 경포로463번길 30-5,(안현동),32,,B02,B0201,B02010100,2804293,32,20221230200013,http://tong.visitkorea.or.kr/cms/resource/59/2803159_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2803159_image3_1.jpg,Type3,,,128.9036478301,37.8035100461,6,20230702185206,033-646-9999,하이오션경포[한국관광 품질인증/Korea Quality],,1
강원특별자치도 정선군 사북읍 하이원길 265,,32,,B02,B0201,B02010100,143034,32,20031209090000,http://tong.visitkorea.or.kr/cms/resource/50/1843150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1843150_image3_1.jpg,Type3,,,128.8216009997,37.2127210495,6,20231122180212,1588-7789,하이원 그랜드 호텔 메인타워(구 강원랜드호텔),,11
강원특별자치도 정선군 고한읍 고한7길 399,,32,,B02,B0201,B02010100,800741,32,20090910181750,http://tong.visitkorea.or.kr/cms/resource/43/1843143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1843143_image3_1.jpg,Type3,,,128.8425891635,37.1742869807,6,20230914174041,1588-7789,하이원 팰리스호텔(구 하이원호텔),,11
강원특별자치도 정선군 사북읍 하이원길 265,,32,,B02,B0201,B02010100,3090884,32,20240129175946,http://tong.visitkorea.or.kr/cms/resource/61/3090861_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3090861_image3_1.jpg,Type3,,,128.8218510242,37.2111545673,6,20240129180011,,하이원그랜드호텔 컨벤션타워,,11
강원특별자치도 정선군 고한읍 하이원길 265-1,,32,,B02,B0201,B02010500,138965,32,20061123090000,http://tong.visitkorea.or.kr/cms/resource/83/3019583_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3019583_image3_1.jpg,Type3,,,128.8278033201,37.2094520993,6,20231013092611,1588-7789,하이원콘도(마운틴콘도 / 밸리콘도 / 힐콘도),,11
경기도 여주시 강변북로 69,,31,,B02,B0201,B02010900,1746290,32,20121101230748,http://tong.visitkorea.or.kr/cms/resource/26/1742226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1742226_image3_1.jpg,Type3,,,127.6422516419,37.3026274337,6,20230919180121,031-884-3677,하이텔모텔,,20
강원특별자치도 정선군 고한읍 고토일길 275,,32,,B02,B0201,B02010700,2913790,32,20221107191110,http://tong.visitkorea.or.kr/cms/resource/70/2920970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2920970_image3_1.jpg,Type3,,,128.8628609255,37.2217541369,6,20230702181932,,하이하늘펜션,,11
전북특별자치도 남원시 향단로 53-12,,37,,B02,B0201,B02011600,2961964,32,20230411151908,http://tong.visitkorea.or.kr/cms/resource/29/2961429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2961429_image3_1.jpg,Type3,,,127.3822599040,35.4084393876,6,20240118102413,,하정사색,,4
강원특별자치도 양양군 현북면 하륜길 26,,32,,B02,B0201,B02010900,2499273,32,20170710194209,http://tong.visitkorea.or.kr/cms/resource/44/2499244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2499244_image2_1.jpg,Type3,,,128.7263543389,38.0200426008,6,20231018145338,033-673-8253,하조대 비치하우스,,7
강원특별자치도 양양군 현북면 검소길 111,,32,,B02,B0201,B02010700,2913841,32,20221107192805,http://tong.visitkorea.or.kr/cms/resource/26/2921226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2921226_image3_1.jpg,Type3,,,128.6918856103,38.0080461004,6,20230702111300,,하조대아름들펜션,,7
경상북도 안동시 풍천면 하회종가길 59,,35,,B02,B0201,B02011600,2570627,32,20181128225450,http://tong.visitkorea.or.kr/cms/resource/59/2568659_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2568659_image2_1.jpg,Type3,,,128.5174729016,36.5387119555,,20221227144416,010-8428-2023,하중재,,11
경상남도 통영시 한산면 한산일주로 1198,,36,,B02,B0201,B02010700,2580812,32,20181220200846,,,,,,128.4769807625,34.7620035406,6,20240223131810,055-645-6004,하포펜션,,17
경상북도 안동시 풍천면 하회북촌길 7,(풍천면),35,,B02,B0201,B02011600,2000648,32,20150430182511,http://tong.visitkorea.or.kr/cms/resource/74/2626274_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2626274_image3_1.jpg,Type3,,,128.5178756140,36.5397396234,6,20230217173317,010-2228-1786,하회 북촌댁[한국관광 품질인증/Korea Quality],,11
경상북도 안동시 풍천면 하회종가길 68,,35,,B02,B0201,B02011600,2595672,32,20190409011706,http://tong.visitkorea.or.kr/cms/resource/77/2993077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2993077_image3_1.jpg,Type1,,,128.5166729642,36.5390063513,,20230901164506,010-4113-8760,하회 양진당 [한국관광 품질인증/Korea Quality],,11
경상북도 안동시 풍천면 하회강변길 89-1,,35,,B02,B0201,B02011600,2612935,32,20190725182401,,,,,,128.5156202946,36.5385008338,,20200318225510,050-842-6500,하회마을 후송당,,11
경상남도 거제시 동부면 학동3길 21,,36,,B02,B0201,B02010700,138784,32,20060406090000,http://tong.visitkorea.or.kr/cms/resource/69/1981369_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1981369_image3_1.jpg,Type3,,,128.6378331259,34.7741578442,6,20240423141657,055-635-8255,학동몽돌펜션,,1
